ID,sequence,coordinates,start_coordinates,strong_k,mid_k,food_k,containment,error
a69,"cup,wineglass,plate,fork,knife,spoon,plate_small,spoon_small","cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);fork: (-0.20802600000000002,0.7442439999999999,0.557671);fork: (-0.251825,0.744246,0.557668);k: (-0.030993,0.7334229999999999,0.530651);k: (-0.07699199999999999,0.733425,0.531662);spoon: (0.10966,0.7466,0.505875);spoon: (0.146585,0.7467189999999999,0.516146);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);r: (-0.606068,0.743321,0.524829);r: (-0.500441,0.743324,0.5217109999999999)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.785
a73,"plate,wineglass,fork,knife,spoon,plate_small,spoon_small,cup","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);fork: (-0.165225,0.7442479999999999,0.557615);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (-0.030993,0.7334229999999999,0.530651);k: (-0.07699199999999999,0.733425,0.531662);spoon: (0.10966,0.7466,0.505875);spoon: (0.071911,0.746328,0.519848);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.785
a76,"plate,plate_small,cup,glass,wineglass,knife,fork,knife,fork,spoon,fork_small,spoon_small","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);wineglass: (0.083,1.35572,0.466);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);k: (-0.030993,0.7334229999999999,0.530651);fork: (-0.251825,0.744246,0.557668);k: (-0.07699199999999999,0.733425,0.531662);fork: (-0.20802600000000002,0.7442439999999999,0.557671);spoon: (0.146585,0.7467189999999999,0.516146);spoon: (0.10966,0.7466,0.505875);e: (-0.765776,0.742873,0.515548);e: (-0.7940520000000001,0.7428739999999999,0.503884);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.851
a77,"plate,plate_small,wineglass,cup,tray,glass,cup,plate_small,glass","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);cup: (-0.525007,0.923283,0.438);t: (-0.649,1.52939,0.68);g: (-0.595001,1.233,0.468999);cup: (-0.66,0.9232809999999999,0.438);plate_small: (-0.18499200000000002,0.915077,0.481025);g: (-0.8379989999999999,1.233,0.468999)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.806
a80,"plate,plate_small,wineglass,glass,cup,plate,plate_small","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);plate: (0.008001000000000001,0.902166,0.689002);plate_small: (-0.18499200000000002,0.90217,0.481005)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.756
a85,"plate,wineglass,fork,knife,tray","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);fork: (-0.165225,0.7442479999999999,0.557615);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (0.002996,0.733422,0.533535);k: (-0.030993,0.7334229999999999,0.530651);t: (-0.649,1.52939,0.68)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.666
a87,"plate,wineglass,plate_small,knife,fork,knife,spoon_small,glass","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);k: (-0.07699199999999999,0.733425,0.531662);fork: (-0.251825,0.744246,0.557668);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (0.002996,0.733422,0.533535);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.785
a89,"cup,plate_small,plate,cup,plate_small,glass,plate,glass,wineglass,fork,knife,spoon,spoon_small","cup: (-0.66,0.9232809999999999,0.438);plate_small: (-0.18499200000000002,0.915077,0.481025);plate: (0.008034,0.957082,0.6890539999999999);cup: (-0.525007,0.923283,0.438);plate_small: (-0.185,0.928,0.48103500000000005);g: (0.393111,0.745051,-0.593776);plate: (0.008001000000000001,0.902166,0.689002);g: (-0.8379989999999999,1.233,0.468999);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);fork: (-0.165225,0.7442479999999999,0.557615);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (-0.07699199999999999,0.733425,0.531662);k: (-0.030993,0.7334229999999999,0.530651);spoon: (0.10966,0.7466,0.505875);spoon: (0.071911,0.746328,0.519848);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.862
a93,"plate,glass,spoon,fork,knife,spoon,knife,fork,glass","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);g: (-0.595001,1.233,0.468999);spoon: (0.146585,0.7467189999999999,0.516146);fork: (-0.165225,0.7442479999999999,0.557615);k: (-0.030993,0.7334229999999999,0.530651);spoon: (0.10966,0.7466,0.505875);k: (-0.07699199999999999,0.733425,0.531662);fork: (-0.20802600000000002,0.7442439999999999,0.557671);g: (-0.7159989999999999,1.23301,0.469001)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.806
a99,"wineglass,glass,plate,tray,plate_small,cup,plate_small,plate,wineglass,glass","wineglass: (0.083,1.35572,0.466);g: (-0.595001,1.233,0.468999);plate: (0.008034,0.957082,0.6890539999999999);t: (-0.649,1.52939,0.68);plate_small: (-0.185,0.928,0.48103500000000005);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);cup: (-0.7949970000000001,0.9232809999999999,0.438);plate_small: (-0.18499200000000002,0.902176,0.48100600000000004);plate_small: (-0.18499200000000002,0.915077,0.481025);plate: (0.008001000000000001,0.902166,0.689002);plate: (0.008041,0.9296049999999999,0.68902);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);g: (-0.7159989999999999,1.23301,0.469001);g: (-0.8379989999999999,1.233,0.468999)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.824
a100,"plate,plate_small,wineglass,cup,glass,spoon_small,fork_small","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);wineglass: (0.083,1.35572,0.466);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829);e: (-0.7940520000000001,0.7428739999999999,0.503884);e: (-0.765776,0.742873,0.515548)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.756
a102,"plate,fork_small,spoon_small,knife,spoon,cup,wineglass,glass,tray,fork","plate: (0.008034,0.957082,0.6890539999999999);e: (-0.765776,0.742873,0.515548);r: (-0.500441,0.743324,0.5217109999999999);k: (-0.07699199999999999,0.733425,0.531662);spoon: (0.10966,0.7466,0.505875);cup: (-0.525007,0.923283,0.438);wineglass: (-0.196022,1.35572,0.466005);g: (-0.595001,1.233,0.468999);t: (-0.649,1.52939,0.68);fork: (-0.165225,0.7442479999999999,0.557615)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.824
a106,"plate,cup,glass,wineglass,plate_small,spoon_small,knife,fork,knife,fork,spoon","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);cup: (-0.66,0.9232809999999999,0.438);cup: (-0.525007,0.923283,0.438);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);wineglass: (-0.196022,1.35572,0.466005);plate_small: (-0.18499200000000002,0.915077,0.481025);plate_small: (-0.185,0.928,0.48103500000000005);r: (-0.49874300000000005,0.743328,0.510292);r: (-0.604414,0.7432949999999999,0.5142939999999999);k: (-0.031067,0.733433,0.53156);fork: (-0.251917,0.744236,0.558825);k: (-0.077052,0.733436,0.532504);fork: (-0.20815999999999998,0.744224,0.558847);spoon: (0.145366,0.746552,0.517574);spoon: (0.108329,0.74661,0.5069819999999999)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.838
a108,"plate,plate_small,plate,plate_small,cup,glass,knife,spoon_small","plate: (0.008034,0.957082,0.6890539999999999);plate_small: (-0.185,0.928,0.48103500000000005);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.18499200000000002,0.915077,0.481025);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);k: (-0.030993,0.7334229999999999,0.530651);k: (-0.07699199999999999,0.733425,0.531662);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.785
a109,"plate,wineglass,tray,glass,cup,fork,knife,fork,knife,spoon,spoon_small","plate: (0.008034,0.957082,0.6890539999999999);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);t: (-0.649,1.52939,0.68);g: (-0.7159989999999999,1.23301,0.469001);g: (-0.595001,1.233,0.468999);cup: (-0.525007,0.923283,0.438);cup: (-0.7949970000000001,0.9232809999999999,0.438);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (-0.07699199999999999,0.733425,0.531662);fork: (-0.165225,0.7442479999999999,0.557615);k: (-0.030993,0.7334229999999999,0.530651);spoon: (0.10966,0.7466,0.505875);spoon: (0.071911,0.746328,0.519848);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.838
a114,"plate,plate_small,cup,wineglass,knife,fork","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);k: (-0.030993,0.7334229999999999,0.530651);k: (-0.07699199999999999,0.733425,0.531662);fork: (-0.20802600000000002,0.7442439999999999,0.557671);fork: (-0.165225,0.7442479999999999,0.557615)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.723
a116,"plate,glass,knife,fork,knife,fork","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);g: (-0.8379989999999999,1.233,0.468999);k: (-0.030993,0.7334229999999999,0.530651);fork: (-0.165225,0.7442479999999999,0.557615);k: (-0.07699199999999999,0.733425,0.531662);fork: (-0.20802600000000002,0.7442439999999999,0.557671)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.723
a118,"cup,wineglass,plate_small,plate,glass","cup: (-0.66,0.9232809999999999,0.438);wineglass: (-0.196022,1.35572,0.466005);plate_small: (-0.185,0.928,0.48103500000000005);plate: (0.008034,0.957082,0.6890539999999999);g: (0.241356,0.78465,-0.5846140000000001)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.666
a120,"plate,plate_small,wineglass,cup,glass,knife,fork,knife,fork,spoon_small","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);wineglass: (0.083,1.35572,0.466);wineglass: (-0.196022,1.35572,0.466005);cup: (-0.66,0.9232809999999999,0.438);cup: (-0.525007,0.923283,0.438);g: (-0.595001,1.233,0.468999);g: (-0.8379989999999999,1.233,0.468999);k: (-0.07699199999999999,0.733425,0.531662);fork: (-0.251825,0.744246,0.557668);k: (-0.030993,0.7334229999999999,0.530651);fork: (-0.20802600000000002,0.7442439999999999,0.557671);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.824
a128,"wineglass,plate,glass,fork,knife,spoon,knife","wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);fork: (-0.165225,0.7442479999999999,0.557615);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (-0.030993,0.7334229999999999,0.530651);spoon: (0.10966,0.7466,0.505875);spoon: (0.146585,0.7467189999999999,0.516146);k: (-0.07699199999999999,0.733425,0.531662)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.756
a131,"plate,plate_small,cup,wineglass,cup,plate,plate_small,fork_small,spoon_small,fork_small","plate: (0.008034,0.957082,0.6890539999999999);plate_small: (-0.185,0.928,0.48103500000000005);cup: (-0.525007,0.923283,0.438);wineglass: (-0.196022,1.35572,0.466005);cup: (-0.66,0.9232809999999999,0.438);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.18499200000000002,0.915077,0.481025);e: (-0.7940520000000001,0.7428739999999999,0.503884);r: (-0.606068,0.743321,0.524829);r: (-0.500441,0.743324,0.5217109999999999);e: (-0.765776,0.742873,0.515548)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.824
a137,"plate,wineglass,knife,fork","plate: (0.008034,0.957082,0.6890539999999999);wineglass: (-0.196022,1.35572,0.466005);k: (-0.030993,0.7334229999999999,0.530651);fork: (-0.20802600000000002,0.7442439999999999,0.557671)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.605
a142,"cup,plate,tray,glass,plate_small","cup: (-0.525007,0.923283,0.438);plate: (0.008088,0.9570780000000001,0.689128);t: (-0.649,1.52939,0.68);g: (-0.595001,1.233,0.468999);plate_small: (-0.184988,0.915076,0.48103100000000004)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.666
a149,"plate,plate_small,cup,fork,knife,spoon,wineglass,glass,spoon_small","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);cup: (-0.660004,0.923283,0.438);cup: (-0.525007,0.923283,0.438);fork: (-0.165225,0.7442479999999999,0.557615);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (-0.030993,0.7334229999999999,0.530651);k: (0.002996,0.733422,0.533535);spoon: (0.146585,0.7467189999999999,0.516146);spoon: (0.10966,0.7466,0.505875);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);wineglass: (0.083,1.35572,0.466);g: (-0.595001,1.233,0.468999);g: (-0.7159989999999999,1.23301,0.469001);r: (-0.500441,0.743324,0.5217109999999999);r: (-0.606068,0.743321,0.524829)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.806
a152,"plate,plate_small,wineglass,cup,fork,knife,fork,knife","plate: (0.008034,0.957082,0.6890539999999999);plate: (0.008041,0.9296049999999999,0.68902);plate_small: (-0.185,0.928,0.48103500000000005);plate_small: (-0.18499200000000002,0.915077,0.481025);wineglass: (-0.196022,1.35572,0.466005);wineglass: (-0.05700499999999999,1.35572,0.46601800000000004);cup: (-0.525007,0.923283,0.438);cup: (-0.66,0.9232809999999999,0.438);fork: (-0.165225,0.7442479999999999,0.557615);k: (-0.030993,0.7334229999999999,0.530651);fork: (-0.20802600000000002,0.7442439999999999,0.557671);k: (-0.07699199999999999,0.733425,0.531662)","[-0.451354,-0.413918,0.156247],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74],[0.513,-0.531,0.74]",tray,"plate,plate_small",0,0,0.785
